net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,accuracy,hit_rate,false_alarm_rate,d_prime
alexnet,initialize,classify,0.001,3,RVvRHGV,1,both,1.0,,,
alexnet,initialize,classify,0.001,3,RVvRHGV,2,both,1.0,,,
alexnet,initialize,classify,0.001,3,RVvRHGV,4,both,1.0,,,
alexnet,initialize,classify,0.001,3,RVvRHGV,8,both,1.0,,,
alexnet,initialize,classify,0.001,3,2_v_5,1,present,1.0,,,
alexnet,initialize,classify,0.001,3,2_v_5,2,present,1.0,,,
alexnet,initialize,classify,0.001,3,2_v_5,4,present,1.0,,,
alexnet,initialize,classify,0.001,3,2_v_5,8,present,0.9962406015037594,,,
alexnet,initialize,classify,0.001,3,2_v_5,1,absent,1.0,,,
alexnet,initialize,classify,0.001,3,2_v_5,2,absent,1.0,,,
alexnet,initialize,classify,0.001,3,2_v_5,4,absent,1.0,,,
alexnet,initialize,classify,0.001,3,2_v_5,8,absent,1.0,,,
alexnet,initialize,classify,0.001,3,2_v_5,1,both,1.0,,,
alexnet,initialize,classify,0.001,3,2_v_5,2,both,1.0,,,
alexnet,initialize,classify,0.001,3,2_v_5,4,both,1.0,,,
alexnet,initialize,classify,0.001,3,2_v_5,8,both,0.9981203007518797,,,
alexnet,initialize,classify,0.001,4,RVvGV,1,present,1.0,,,
alexnet,initialize,classify,0.001,4,RVvGV,2,present,1.0,,,
alexnet,initialize,classify,0.001,4,RVvGV,4,present,1.0,,,
alexnet,initialize,classify,0.001,4,RVvGV,8,present,1.0,,,
alexnet,initialize,classify,0.001,4,RVvGV,1,absent,1.0,,,
alexnet,initialize,classify,0.001,4,RVvGV,2,absent,1.0,,,
alexnet,initialize,classify,0.001,4,RVvGV,4,absent,1.0,,,
alexnet,initialize,classify,0.001,4,RVvGV,8,absent,1.0,,,
alexnet,initialize,classify,0.001,4,RVvGV,1,both,1.0,,,
alexnet,initialize,classify,0.001,4,RVvGV,2,both,1.0,,,
alexnet,initialize,classify,0.001,4,RVvGV,4,both,1.0,,,
alexnet,initialize,classify,0.001,4,RVvGV,8,both,1.0,,,
alexnet,initialize,classify,0.001,4,RVvRHGV,1,present,1.0,,,
alexnet,initialize,classify,0.001,4,RVvRHGV,2,present,1.0,,,
alexnet,initialize,classify,0.001,4,RVvRHGV,4,present,1.0,,,
alexnet,initialize,classify,0.001,4,RVvRHGV,8,present,1.0,,,
alexnet,initialize,classify,0.001,4,RVvRHGV,1,absent,1.0,,,
alexnet,initialize,classify,0.001,4,RVvRHGV,2,absent,1.0,,,
alexnet,initialize,classify,0.001,4,RVvRHGV,4,absent,1.0,,,
alexnet,initialize,classify,0.001,4,RVvRHGV,8,absent,1.0,,,
alexnet,initialize,classify,0.001,4,RVvRHGV,1,both,1.0,,,
alexnet,initialize,classify,0.001,4,RVvRHGV,2,both,1.0,,,
alexnet,initialize,classify,0.001,4,RVvRHGV,4,both,1.0,,,
alexnet,initialize,classify,0.001,4,RVvRHGV,8,both,1.0,,,
alexnet,initialize,classify,0.001,4,2_v_5,1,present,1.0,,,
alexnet,initialize,classify,0.001,4,2_v_5,2,present,1.0,,,
alexnet,initialize,classify,0.001,4,2_v_5,4,present,1.0,,,
alexnet,initialize,classify,0.001,4,2_v_5,8,present,1.0,,,
alexnet,initialize,classify,0.001,4,2_v_5,1,absent,1.0,,,
alexnet,initialize,classify,0.001,4,2_v_5,2,absent,1.0,,,
alexnet,initialize,classify,0.001,4,2_v_5,4,absent,1.0,,,
alexnet,initialize,classify,0.001,4,2_v_5,8,absent,1.0,,,
alexnet,initialize,classify,0.001,4,2_v_5,1,both,1.0,,,
alexnet,initialize,classify,0.001,4,2_v_5,2,both,1.0,,,
alexnet,initialize,classify,0.001,4,2_v_5,4,both,1.0,,,
alexnet,initialize,classify,0.001,4,2_v_5,8,both,1.0,,,
alexnet,initialize,classify,0.001,5,RVvGV,1,present,1.0,,,
alexnet,initialize,classify,0.001,5,RVvGV,2,present,1.0,,,
alexnet,initialize,classify,0.001,5,RVvGV,4,present,1.0,,,
alexnet,initialize,classify,0.001,5,RVvGV,8,present,1.0,,,
alexnet,initialize,classify,0.001,5,RVvGV,1,absent,1.0,,,
alexnet,initialize,classify,0.001,5,RVvGV,2,absent,1.0,,,
alexnet,initialize,classify,0.001,5,RVvGV,4,absent,1.0,,,
alexnet,initialize,classify,0.001,5,RVvGV,8,absent,1.0,,,
alexnet,initialize,classify,0.001,5,RVvGV,1,both,1.0,,,
alexnet,initialize,classify,0.001,5,RVvGV,2,both,1.0,,,
alexnet,initialize,classify,0.001,5,RVvGV,4,both,1.0,,,
alexnet,initialize,classify,0.001,5,RVvGV,8,both,1.0,,,
alexnet,initialize,classify,0.001,5,RVvRHGV,1,present,1.0,,,
alexnet,initialize,classify,0.001,5,RVvRHGV,2,present,1.0,,,
alexnet,initialize,classify,0.001,5,RVvRHGV,4,present,1.0,,,
alexnet,initialize,classify,0.001,5,RVvRHGV,8,present,1.0,,,
alexnet,initialize,classify,0.001,5,RVvRHGV,1,absent,1.0,,,
alexnet,initialize,classify,0.001,5,RVvRHGV,2,absent,1.0,,,
alexnet,initialize,classify,0.001,5,RVvRHGV,4,absent,1.0,,,
alexnet,initialize,classify,0.001,5,RVvRHGV,8,absent,1.0,,,
alexnet,initialize,classify,0.001,5,RVvRHGV,1,both,1.0,,,
alexnet,initialize,classify,0.001,5,RVvRHGV,2,both,1.0,,,
alexnet,initialize,classify,0.001,5,RVvRHGV,4,both,1.0,,,
alexnet,initialize,classify,0.001,5,RVvRHGV,8,both,1.0,,,
alexnet,initialize,classify,0.001,5,2_v_5,1,present,1.0,,,
alexnet,initialize,classify,0.001,5,2_v_5,2,present,1.0,,,
alexnet,initialize,classify,0.001,5,2_v_5,4,present,1.0,,,
alexnet,initialize,classify,0.001,5,2_v_5,8,present,0.9924812030075187,,,
alexnet,initialize,classify,0.001,5,2_v_5,1,absent,1.0,,,
alexnet,initialize,classify,0.001,5,2_v_5,2,absent,1.0,,,
alexnet,initialize,classify,0.001,5,2_v_5,4,absent,1.0,,,
alexnet,initialize,classify,0.001,5,2_v_5,8,absent,1.0,,,
alexnet,initialize,classify,0.001,5,2_v_5,1,both,1.0,,,
alexnet,initialize,classify,0.001,5,2_v_5,2,both,1.0,,,
alexnet,initialize,classify,0.001,5,2_v_5,4,both,1.0,,,
alexnet,initialize,classify,0.001,5,2_v_5,8,both,0.9962406015037594,,,
alexnet,initialize,classify,0.001,6,RVvGV,1,present,1.0,,,
alexnet,initialize,classify,0.001,6,RVvGV,2,present,1.0,,,
alexnet,initialize,classify,0.001,6,RVvGV,4,present,1.0,,,
alexnet,initialize,classify,0.001,6,RVvGV,8,present,1.0,,,
alexnet,initialize,classify,0.001,6,RVvGV,1,absent,1.0,,,
alexnet,initialize,classify,0.001,6,RVvGV,2,absent,1.0,,,
alexnet,initialize,classify,0.001,6,RVvGV,4,absent,1.0,,,
alexnet,initialize,classify,0.001,6,RVvGV,8,absent,1.0,,,
alexnet,initialize,classify,0.001,6,RVvGV,1,both,1.0,,,
alexnet,initialize,classify,0.001,6,RVvGV,2,both,1.0,,,
alexnet,initialize,classify,0.001,6,RVvGV,4,both,1.0,,,
alexnet,initialize,classify,0.001,6,RVvGV,8,both,1.0,,,
alexnet,initialize,classify,0.001,6,RVvRHGV,1,present,1.0,,,
alexnet,initialize,classify,0.001,6,RVvRHGV,2,present,1.0,,,
alexnet,initialize,classify,0.001,6,RVvRHGV,4,present,1.0,,,
alexnet,initialize,classify,0.001,6,RVvRHGV,8,present,1.0,,,
alexnet,initialize,classify,0.001,6,RVvRHGV,1,absent,1.0,,,
alexnet,initialize,classify,0.001,6,RVvRHGV,2,absent,1.0,,,
alexnet,initialize,classify,0.001,6,RVvRHGV,4,absent,1.0,,,
alexnet,initialize,classify,0.001,6,RVvRHGV,8,absent,1.0,,,
alexnet,initialize,classify,0.001,6,RVvRHGV,1,both,1.0,,,
alexnet,initialize,classify,0.001,6,RVvRHGV,2,both,1.0,,,
alexnet,initialize,classify,0.001,6,RVvRHGV,4,both,1.0,,,
alexnet,initialize,classify,0.001,6,RVvRHGV,8,both,1.0,,,
alexnet,initialize,classify,0.001,6,2_v_5,1,present,1.0,,,
alexnet,initialize,classify,0.001,6,2_v_5,2,present,1.0,,,
alexnet,initialize,classify,0.001,6,2_v_5,4,present,1.0,,,
alexnet,initialize,classify,0.001,6,2_v_5,8,present,1.0,,,
alexnet,initialize,classify,0.001,6,2_v_5,1,absent,1.0,,,
alexnet,initialize,classify,0.001,6,2_v_5,2,absent,1.0,,,
alexnet,initialize,classify,0.001,6,2_v_5,4,absent,1.0,,,
alexnet,initialize,classify,0.001,6,2_v_5,8,absent,1.0,,,
alexnet,initialize,classify,0.001,6,2_v_5,1,both,1.0,,,
alexnet,initialize,classify,0.001,6,2_v_5,2,both,1.0,,,
alexnet,initialize,classify,0.001,6,2_v_5,4,both,1.0,,,
alexnet,initialize,classify,0.001,6,2_v_5,8,both,1.0,,,
alexnet,initialize,classify,0.001,7,RVvGV,1,present,1.0,,,
alexnet,initialize,classify,0.001,7,RVvGV,2,present,1.0,,,
alexnet,initialize,classify,0.001,7,RVvGV,4,present,1.0,,,
alexnet,initialize,classify,0.001,7,RVvGV,8,present,1.0,,,
alexnet,initialize,classify,0.001,7,RVvGV,1,absent,1.0,,,
alexnet,initialize,classify,0.001,7,RVvGV,2,absent,1.0,,,
alexnet,initialize,classify,0.001,7,RVvGV,4,absent,1.0,,,
alexnet,initialize,classify,0.001,7,RVvGV,8,absent,1.0,,,
alexnet,initialize,classify,0.001,7,RVvGV,1,both,1.0,,,
alexnet,initialize,classify,0.001,7,RVvGV,2,both,1.0,,,
alexnet,initialize,classify,0.001,7,RVvGV,4,both,1.0,,,
alexnet,initialize,classify,0.001,7,RVvGV,8,both,1.0,,,
alexnet,initialize,classify,0.001,7,RVvRHGV,1,present,1.0,,,
alexnet,initialize,classify,0.001,7,RVvRHGV,2,present,1.0,,,
alexnet,initialize,classify,0.001,7,RVvRHGV,4,present,1.0,,,
alexnet,initialize,classify,0.001,7,RVvRHGV,8,present,1.0,,,
alexnet,initialize,classify,0.001,7,RVvRHGV,1,absent,1.0,,,
alexnet,initialize,classify,0.001,7,RVvRHGV,2,absent,1.0,,,
alexnet,initialize,classify,0.001,7,RVvRHGV,4,absent,1.0,,,
alexnet,initialize,classify,0.001,7,RVvRHGV,8,absent,1.0,,,
alexnet,initialize,classify,0.001,7,RVvRHGV,1,both,1.0,,,
alexnet,initialize,classify,0.001,7,RVvRHGV,2,both,1.0,,,
alexnet,initialize,classify,0.001,7,RVvRHGV,4,both,1.0,,,
alexnet,initialize,classify,0.001,7,RVvRHGV,8,both,1.0,,,
alexnet,initialize,classify,0.001,7,2_v_5,1,present,1.0,,,
alexnet,initialize,classify,0.001,7,2_v_5,2,present,1.0,,,
alexnet,initialize,classify,0.001,7,2_v_5,4,present,1.0,,,
alexnet,initialize,classify,0.001,7,2_v_5,8,present,1.0,,,
alexnet,initialize,classify,0.001,7,2_v_5,1,absent,1.0,,,
alexnet,initialize,classify,0.001,7,2_v_5,2,absent,1.0,,,
alexnet,initialize,classify,0.001,7,2_v_5,4,absent,1.0,,,
alexnet,initialize,classify,0.001,7,2_v_5,8,absent,1.0,,,
alexnet,initialize,classify,0.001,7,2_v_5,1,both,1.0,,,
alexnet,initialize,classify,0.001,7,2_v_5,2,both,1.0,,,
alexnet,initialize,classify,0.001,7,2_v_5,4,both,1.0,,,
alexnet,initialize,classify,0.001,7,2_v_5,8,both,1.0,,,
alexnet,initialize,classify,0.001,8,RVvGV,1,present,1.0,,,
alexnet,initialize,classify,0.001,8,RVvGV,2,present,1.0,,,
alexnet,initialize,classify,0.001,8,RVvGV,4,present,1.0,,,
alexnet,initialize,classify,0.001,8,RVvGV,8,present,1.0,,,
alexnet,initialize,classify,0.001,8,RVvGV,1,absent,1.0,,,
alexnet,initialize,classify,0.001,8,RVvGV,2,absent,1.0,,,
alexnet,initialize,classify,0.001,8,RVvGV,4,absent,1.0,,,
alexnet,initialize,classify,0.001,8,RVvGV,8,absent,1.0,,,
alexnet,initialize,classify,0.001,8,RVvGV,1,both,1.0,,,
alexnet,initialize,classify,0.001,8,RVvGV,2,both,1.0,,,
alexnet,initialize,classify,0.001,8,RVvGV,4,both,1.0,,,
alexnet,initialize,classify,0.001,8,RVvGV,8,both,1.0,,,
alexnet,initialize,classify,0.001,8,RVvRHGV,1,present,1.0,,,
alexnet,initialize,classify,0.001,8,RVvRHGV,2,present,1.0,,,
alexnet,initialize,classify,0.001,8,RVvRHGV,4,present,1.0,,,
alexnet,initialize,classify,0.001,8,RVvRHGV,8,present,1.0,,,
alexnet,initialize,classify,0.001,8,RVvRHGV,1,absent,1.0,,,
alexnet,initialize,classify,0.001,8,RVvRHGV,2,absent,1.0,,,
alexnet,initialize,classify,0.001,8,RVvRHGV,4,absent,1.0,,,
alexnet,initialize,classify,0.001,8,RVvRHGV,8,absent,1.0,,,
alexnet,initialize,classify,0.001,8,RVvRHGV,1,both,1.0,,,
alexnet,initialize,classify,0.001,8,RVvRHGV,2,both,1.0,,,
alexnet,initialize,classify,0.001,8,RVvRHGV,4,both,1.0,,,
alexnet,initialize,classify,0.001,8,RVvRHGV,8,both,1.0,,,
alexnet,initialize,classify,0.001,8,2_v_5,1,present,1.0,,,
alexnet,initialize,classify,0.001,8,2_v_5,2,present,1.0,,,
alexnet,initialize,classify,0.001,8,2_v_5,4,present,1.0,,,
alexnet,initialize,classify,0.001,8,2_v_5,8,present,1.0,,,
alexnet,initialize,classify,0.001,8,2_v_5,1,absent,1.0,,,
alexnet,initialize,classify,0.001,8,2_v_5,2,absent,1.0,,,
alexnet,initialize,classify,0.001,8,2_v_5,4,absent,1.0,,,
alexnet,initialize,classify,0.001,8,2_v_5,8,absent,1.0,,,
alexnet,initialize,classify,0.001,8,2_v_5,1,both,1.0,,,
alexnet,initialize,classify,0.001,8,2_v_5,2,both,1.0,,,
alexnet,initialize,classify,0.001,8,2_v_5,4,both,1.0,,,
alexnet,initialize,classify,0.001,8,2_v_5,8,both,1.0,,,
alexnet,transfer,classify,0.001,1,RVvGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,1,RVvGV,2,present,1.0,,,
alexnet,transfer,classify,0.001,1,RVvGV,4,present,1.0,,,
alexnet,transfer,classify,0.001,1,RVvGV,8,present,0.9624060150375939,,,
alexnet,transfer,classify,0.001,1,RVvGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,1,RVvGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,1,RVvGV,4,absent,1.0,,,
alexnet,transfer,classify,0.001,1,RVvGV,8,absent,1.0,,,
alexnet,transfer,classify,0.001,1,RVvGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,1,RVvGV,2,both,1.0,,,
alexnet,transfer,classify,0.001,1,RVvGV,4,both,1.0,,,
alexnet,transfer,classify,0.001,1,RVvGV,8,both,0.981203007518797,,,
alexnet,transfer,classify,0.001,1,RVvRHGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,1,RVvRHGV,2,present,0.9962406015037594,,,
alexnet,transfer,classify,0.001,1,RVvRHGV,4,present,0.981203007518797,,,
alexnet,transfer,classify,0.001,1,RVvRHGV,8,present,0.8834586466165414,,,
alexnet,transfer,classify,0.001,1,RVvRHGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,1,RVvRHGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,1,RVvRHGV,4,absent,0.9924812030075187,,,
alexnet,transfer,classify,0.001,1,RVvRHGV,8,absent,0.943609022556391,,,
alexnet,transfer,classify,0.001,1,RVvRHGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,1,RVvRHGV,2,both,0.9981203007518797,,,
alexnet,transfer,classify,0.001,1,RVvRHGV,4,both,0.9868421052631579,,,
alexnet,transfer,classify,0.001,1,RVvRHGV,8,both,0.9135338345864662,,,
alexnet,transfer,classify,0.001,1,2_v_5,1,present,0.7706766917293233,,,
alexnet,transfer,classify,0.001,1,2_v_5,2,present,0.5225563909774437,,,
alexnet,transfer,classify,0.001,1,2_v_5,4,present,0.2669172932330827,,,
alexnet,transfer,classify,0.001,1,2_v_5,8,present,0.41353383458646614,,,
alexnet,transfer,classify,0.001,1,2_v_5,1,absent,0.8872180451127819,,,
alexnet,transfer,classify,0.001,1,2_v_5,2,absent,0.9022556390977443,,,
alexnet,transfer,classify,0.001,1,2_v_5,4,absent,0.8571428571428571,,,
alexnet,transfer,classify,0.001,1,2_v_5,8,absent,0.6804511278195489,,,
alexnet,transfer,classify,0.001,1,2_v_5,1,both,0.8289473684210527,,,
alexnet,transfer,classify,0.001,1,2_v_5,2,both,0.7124060150375939,,,
alexnet,transfer,classify,0.001,1,2_v_5,4,both,0.5620300751879699,,,
alexnet,transfer,classify,0.001,1,2_v_5,8,both,0.5469924812030075,,,
alexnet,transfer,classify,0.001,2,RVvGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,2,present,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,4,present,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,8,present,0.9736842105263158,,,
alexnet,transfer,classify,0.001,2,RVvGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,4,absent,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,8,absent,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,2,both,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,4,both,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,8,both,0.9868421052631579,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,2,present,1.0,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,4,present,0.9924812030075187,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,8,present,0.8571428571428571,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,4,absent,0.9624060150375939,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,8,absent,0.9323308270676691,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,2,both,1.0,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,4,both,0.9774436090225563,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,8,both,0.8947368421052632,,,
alexnet,transfer,classify,0.001,2,2_v_5,1,present,0.9097744360902256,,,
alexnet,transfer,classify,0.001,2,2_v_5,2,present,0.5789473684210527,,,
alexnet,transfer,classify,0.001,2,2_v_5,4,present,0.16917293233082706,,,
alexnet,transfer,classify,0.001,2,2_v_5,8,present,0.15413533834586465,,,
alexnet,transfer,classify,0.001,2,2_v_5,1,absent,0.575187969924812,,,
alexnet,transfer,classify,0.001,2,2_v_5,2,absent,0.7706766917293233,,,
alexnet,transfer,classify,0.001,2,2_v_5,4,absent,0.9285714285714286,,,
alexnet,transfer,classify,0.001,2,2_v_5,8,absent,0.8947368421052632,,,
alexnet,transfer,classify,0.001,2,2_v_5,1,both,0.7424812030075187,,,
alexnet,transfer,classify,0.001,2,2_v_5,2,both,0.674812030075188,,,
alexnet,transfer,classify,0.001,2,2_v_5,4,both,0.5488721804511278,,,
alexnet,transfer,classify,0.001,2,2_v_5,8,both,0.5244360902255639,,,
alexnet,transfer,classify,0.001,3,RVvGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,3,RVvGV,2,present,1.0,,,
alexnet,transfer,classify,0.001,3,RVvGV,4,present,0.9962406015037594,,,
alexnet,transfer,classify,0.001,3,RVvGV,8,present,0.9774436090225563,,,
alexnet,transfer,classify,0.001,3,RVvGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,3,RVvGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,3,RVvGV,4,absent,1.0,,,
alexnet,transfer,classify,0.001,3,RVvGV,8,absent,1.0,,,
alexnet,transfer,classify,0.001,3,RVvGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,3,RVvGV,2,both,1.0,,,
alexnet,transfer,classify,0.001,3,RVvGV,4,both,0.9981203007518797,,,
alexnet,transfer,classify,0.001,3,RVvGV,8,both,0.9887218045112782,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,2,present,1.0,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,4,present,0.9849624060150376,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,8,present,0.9285714285714286,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,2,absent,1.0,,,
