net_name,net_number,stimulus,set_size_1_acc,set_size_8_acc,acc_diff
VGG16,1,RVvGV,1.0,1.0,0.0
VGG16,1,RVvRHGV,1.0,1.0,0.0
VGG16,1,PWVvCV,1.0,1.0,0.0
VGG16,1,PWVvPWHCV,1.0,1.0,0.0
VGG16,1,2_v_5,1.0,1.0,0.0
VGG16,1,YT_v_BTYL,1.0,1.0,0.0
VGG16,1,YT_v_BTBL,1.0,1.0,0.0
VGG16,1,Bx_v_RxBo,0.5,0.5,0.0
VGG16,1,Bx_v_RxRo,0.5,0.5,0.0
VGG16,1,TvT,1.0,1.0,0.0
VGG16,2,RVvGV,1.0,1.0,0.0
VGG16,2,RVvRHGV,1.0,1.0,0.0
VGG16,2,PWVvCV,1.0,1.0,0.0
VGG16,2,PWVvPWHCV,1.0,1.0,0.0
VGG16,2,2_v_5,1.0,0.99375,0.006249999999999978
VGG16,2,YT_v_BTYL,1.0,1.0,0.0
VGG16,2,YT_v_BTBL,1.0,1.0,0.0
VGG16,2,Bx_v_RxBo,0.5,0.5,0.0
VGG16,2,Bx_v_RxRo,0.5,0.5,0.0
VGG16,2,TvT,1.0,1.0,0.0
VGG16,3,RVvGV,1.0,1.0,0.0
VGG16,3,RVvRHGV,1.0,1.0,0.0
VGG16,3,PWVvCV,1.0,1.0,0.0
VGG16,3,PWVvPWHCV,1.0,1.0,0.0
VGG16,3,2_v_5,1.0,1.0,0.0
VGG16,3,YT_v_BTYL,1.0,1.0,0.0
VGG16,3,YT_v_BTBL,1.0,1.0,0.0
VGG16,3,Bx_v_RxBo,1.0,1.0,0.0
VGG16,3,Bx_v_RxRo,1.0,1.0,0.0
VGG16,3,TvT,1.0,1.0,0.0
VGG16,4,RVvGV,1.0,1.0,0.0
VGG16,4,RVvRHGV,1.0,1.0,0.0
VGG16,4,PWVvCV,1.0,1.0,0.0
VGG16,4,PWVvPWHCV,1.0,1.0,0.0
VGG16,4,2_v_5,1.0,1.0,0.0
VGG16,4,YT_v_BTYL,1.0,1.0,0.0
VGG16,4,YT_v_BTBL,1.0,1.0,0.0
VGG16,4,Bx_v_RxBo,1.0,1.0,0.0
VGG16,4,Bx_v_RxRo,1.0,1.0,0.0
VGG16,4,TvT,1.0,1.0,0.0
VGG16,5,RVvGV,1.0,1.0,0.0
VGG16,5,RVvRHGV,1.0,1.0,0.0
VGG16,5,PWVvCV,1.0,1.0,0.0
VGG16,5,PWVvPWHCV,1.0,1.0,0.0
VGG16,5,2_v_5,1.0,1.0,0.0
VGG16,5,YT_v_BTYL,1.0,1.0,0.0
VGG16,5,YT_v_BTBL,1.0,1.0,0.0
VGG16,5,Bx_v_RxBo,0.71875,0.5,0.21875
VGG16,5,Bx_v_RxRo,0.99375,0.5,0.49375
VGG16,5,TvT,1.0,1.0,0.0
VGG16,6,RVvGV,1.0,1.0,0.0
VGG16,6,RVvRHGV,1.0,1.0,0.0
VGG16,6,PWVvCV,1.0,1.0,0.0
VGG16,6,PWVvPWHCV,1.0,1.0,0.0
VGG16,6,2_v_5,1.0,1.0,0.0
VGG16,6,YT_v_BTYL,1.0,1.0,0.0
VGG16,6,YT_v_BTBL,1.0,1.0,0.0
VGG16,6,Bx_v_RxBo,1.0,1.0,0.0
VGG16,6,Bx_v_RxRo,1.0,1.0,0.0
VGG16,6,TvT,1.0,1.0,0.0
VGG16,7,RVvGV,1.0,1.0,0.0
VGG16,7,RVvRHGV,1.0,1.0,0.0
VGG16,7,PWVvCV,1.0,1.0,0.0
VGG16,7,PWVvPWHCV,1.0,1.0,0.0
VGG16,7,2_v_5,1.0,1.0,0.0
VGG16,7,YT_v_BTYL,1.0,1.0,0.0
VGG16,7,YT_v_BTBL,1.0,1.0,0.0
VGG16,7,Bx_v_RxBo,0.70625,0.5,0.20625000000000004
VGG16,7,Bx_v_RxRo,0.89375,0.50625,0.38750000000000007
VGG16,7,TvT,1.0,1.0,0.0
VGG16,8,RVvGV,1.0,1.0,0.0
VGG16,8,RVvRHGV,1.0,1.0,0.0
VGG16,8,PWVvCV,1.0,1.0,0.0
VGG16,8,PWVvPWHCV,1.0,1.0,0.0
VGG16,8,2_v_5,1.0,1.0,0.0
VGG16,8,YT_v_BTYL,1.0,1.0,0.0
VGG16,8,YT_v_BTBL,1.0,1.0,0.0
VGG16,8,Bx_v_RxBo,1.0,1.0,0.0
VGG16,8,Bx_v_RxRo,1.0,1.0,0.0
VGG16,8,TvT,1.0,1.0,0.0
CORnet_Z,1,RVvGV,1.0,1.0,0.0
CORnet_Z,1,RVvRHGV,1.0,1.0,0.0
CORnet_Z,1,PWVvCV,1.0,1.0,0.0
CORnet_Z,1,PWVvPWHCV,1.0,1.0,0.0
CORnet_Z,1,2_v_5,1.0,0.99375,0.006249999999999978
CORnet_Z,1,YT_v_BTYL,1.0,1.0,0.0
CORnet_Z,1,YT_v_BTBL,1.0,1.0,0.0
CORnet_Z,1,Bx_v_RxBo,1.0,1.0,0.0
CORnet_Z,1,Bx_v_RxRo,1.0,1.0,0.0
CORnet_Z,1,TvT,1.0,1.0,0.0
CORnet_Z,2,RVvGV,1.0,1.0,0.0
CORnet_Z,2,RVvRHGV,1.0,1.0,0.0
CORnet_Z,2,PWVvCV,1.0,1.0,0.0
CORnet_Z,2,PWVvPWHCV,1.0,1.0,0.0
CORnet_Z,2,2_v_5,1.0,1.0,0.0
CORnet_Z,2,YT_v_BTYL,1.0,1.0,0.0
CORnet_Z,2,YT_v_BTBL,1.0,1.0,0.0
CORnet_Z,2,Bx_v_RxBo,1.0,1.0,0.0
CORnet_Z,2,Bx_v_RxRo,1.0,1.0,0.0
CORnet_Z,2,TvT,1.0,1.0,0.0
CORnet_Z,3,RVvGV,1.0,1.0,0.0
CORnet_Z,3,RVvRHGV,1.0,1.0,0.0
CORnet_Z,3,PWVvCV,1.0,1.0,0.0
CORnet_Z,3,PWVvPWHCV,1.0,1.0,0.0
CORnet_Z,3,2_v_5,1.0,1.0,0.0
CORnet_Z,3,YT_v_BTYL,1.0,1.0,0.0
CORnet_Z,3,YT_v_BTBL,1.0,1.0,0.0
CORnet_Z,3,Bx_v_RxBo,1.0,1.0,0.0
CORnet_Z,3,Bx_v_RxRo,1.0,1.0,0.0
CORnet_Z,3,TvT,1.0,1.0,0.0
CORnet_Z,4,RVvGV,1.0,1.0,0.0
CORnet_Z,4,RVvRHGV,1.0,1.0,0.0
CORnet_Z,4,PWVvCV,1.0,1.0,0.0
CORnet_Z,4,PWVvPWHCV,1.0,1.0,0.0
CORnet_Z,4,2_v_5,1.0,1.0,0.0
CORnet_Z,4,YT_v_BTYL,1.0,1.0,0.0
CORnet_Z,4,YT_v_BTBL,1.0,1.0,0.0
CORnet_Z,4,Bx_v_RxBo,1.0,1.0,0.0
CORnet_Z,4,Bx_v_RxRo,1.0,1.0,0.0
CORnet_Z,4,TvT,1.0,1.0,0.0
CORnet_Z,5,RVvGV,1.0,1.0,0.0
CORnet_Z,5,RVvRHGV,1.0,1.0,0.0
CORnet_Z,5,PWVvCV,1.0,1.0,0.0
CORnet_Z,5,PWVvPWHCV,1.0,1.0,0.0
CORnet_Z,5,2_v_5,1.0,1.0,0.0
CORnet_Z,5,YT_v_BTYL,1.0,1.0,0.0
CORnet_Z,5,YT_v_BTBL,1.0,1.0,0.0
CORnet_Z,5,Bx_v_RxBo,1.0,1.0,0.0
CORnet_Z,5,Bx_v_RxRo,1.0,1.0,0.0
CORnet_Z,5,TvT,1.0,1.0,0.0
CORnet_Z,6,RVvGV,1.0,1.0,0.0
CORnet_Z,6,RVvRHGV,1.0,1.0,0.0
CORnet_Z,6,PWVvCV,1.0,1.0,0.0
CORnet_Z,6,PWVvPWHCV,1.0,1.0,0.0
CORnet_Z,6,2_v_5,1.0,1.0,0.0
CORnet_Z,6,YT_v_BTYL,1.0,1.0,0.0
CORnet_Z,6,YT_v_BTBL,1.0,1.0,0.0
CORnet_Z,6,Bx_v_RxBo,1.0,1.0,0.0
CORnet_Z,6,Bx_v_RxRo,1.0,0.96875,0.03125
CORnet_Z,6,TvT,1.0,1.0,0.0
CORnet_Z,7,RVvGV,1.0,1.0,0.0
CORnet_Z,7,RVvRHGV,1.0,1.0,0.0
CORnet_Z,7,PWVvCV,1.0,1.0,0.0
CORnet_Z,7,PWVvPWHCV,1.0,1.0,0.0
CORnet_Z,7,2_v_5,1.0,1.0,0.0
CORnet_Z,7,YT_v_BTYL,1.0,1.0,0.0
CORnet_Z,7,YT_v_BTBL,1.0,1.0,0.0
CORnet_Z,7,Bx_v_RxBo,1.0,1.0,0.0
CORnet_Z,7,Bx_v_RxRo,1.0,1.0,0.0
CORnet_Z,7,TvT,1.0,1.0,0.0
CORnet_Z,8,RVvGV,1.0,1.0,0.0
CORnet_Z,8,RVvRHGV,1.0,1.0,0.0
CORnet_Z,8,PWVvCV,1.0,1.0,0.0
CORnet_Z,8,PWVvPWHCV,1.0,1.0,0.0
CORnet_Z,8,2_v_5,1.0,0.9875,0.012499999999999956
CORnet_Z,8,YT_v_BTYL,1.0,1.0,0.0
CORnet_Z,8,YT_v_BTBL,1.0,1.0,0.0
CORnet_Z,8,Bx_v_RxBo,1.0,1.0,0.0
CORnet_Z,8,Bx_v_RxRo,1.0,1.0,0.0
CORnet_Z,8,TvT,1.0,1.0,0.0
CORnet_S,1,RVvGV,1.0,1.0,0.0
CORnet_S,1,RVvRHGV,1.0,1.0,0.0
CORnet_S,1,PWVvCV,1.0,1.0,0.0
CORnet_S,1,PWVvPWHCV,1.0,1.0,0.0
CORnet_S,1,2_v_5,1.0,1.0,0.0
CORnet_S,1,YT_v_BTYL,1.0,1.0,0.0
CORnet_S,1,YT_v_BTBL,1.0,1.0,0.0
CORnet_S,1,Bx_v_RxBo,1.0,1.0,0.0
CORnet_S,1,Bx_v_RxRo,1.0,1.0,0.0
CORnet_S,1,TvT,1.0,1.0,0.0
CORnet_S,2,RVvGV,1.0,1.0,0.0
CORnet_S,2,RVvRHGV,1.0,1.0,0.0
CORnet_S,2,PWVvCV,1.0,1.0,0.0
CORnet_S,2,PWVvPWHCV,1.0,1.0,0.0
CORnet_S,2,2_v_5,1.0,1.0,0.0
CORnet_S,2,YT_v_BTYL,1.0,1.0,0.0
CORnet_S,2,YT_v_BTBL,1.0,1.0,0.0
CORnet_S,2,Bx_v_RxBo,1.0,1.0,0.0
CORnet_S,2,Bx_v_RxRo,1.0,1.0,0.0
CORnet_S,2,TvT,1.0,1.0,0.0
CORnet_S,3,RVvGV,1.0,1.0,0.0
CORnet_S,3,RVvRHGV,1.0,1.0,0.0
CORnet_S,3,PWVvCV,1.0,1.0,0.0
CORnet_S,3,PWVvPWHCV,1.0,1.0,0.0
CORnet_S,3,2_v_5,1.0,1.0,0.0
CORnet_S,3,YT_v_BTYL,1.0,1.0,0.0
CORnet_S,3,YT_v_BTBL,1.0,1.0,0.0
CORnet_S,3,Bx_v_RxBo,1.0,1.0,0.0
CORnet_S,3,Bx_v_RxRo,1.0,1.0,0.0
CORnet_S,3,TvT,1.0,1.0,0.0
CORnet_S,4,RVvGV,1.0,1.0,0.0
CORnet_S,4,RVvRHGV,1.0,1.0,0.0
CORnet_S,4,PWVvCV,1.0,1.0,0.0
CORnet_S,4,PWVvPWHCV,1.0,1.0,0.0
CORnet_S,4,2_v_5,1.0,1.0,0.0
CORnet_S,4,YT_v_BTYL,1.0,1.0,0.0
CORnet_S,4,YT_v_BTBL,1.0,1.0,0.0
CORnet_S,4,Bx_v_RxBo,1.0,1.0,0.0
CORnet_S,4,Bx_v_RxRo,1.0,1.0,0.0
CORnet_S,4,TvT,1.0,1.0,0.0
CORnet_S,5,RVvGV,1.0,1.0,0.0
CORnet_S,5,RVvRHGV,1.0,1.0,0.0
CORnet_S,5,PWVvCV,1.0,1.0,0.0
CORnet_S,5,PWVvPWHCV,1.0,1.0,0.0
CORnet_S,5,2_v_5,1.0,1.0,0.0
CORnet_S,5,YT_v_BTYL,1.0,1.0,0.0
CORnet_S,5,YT_v_BTBL,1.0,1.0,0.0
CORnet_S,5,Bx_v_RxBo,1.0,1.0,0.0
CORnet_S,5,Bx_v_RxRo,1.0,1.0,0.0
CORnet_S,5,TvT,1.0,1.0,0.0
CORnet_S,6,RVvGV,1.0,1.0,0.0
CORnet_S,6,RVvRHGV,1.0,1.0,0.0
CORnet_S,6,PWVvCV,1.0,1.0,0.0
CORnet_S,6,PWVvPWHCV,1.0,1.0,0.0
CORnet_S,6,2_v_5,1.0,0.975,0.025000000000000022
CORnet_S,6,YT_v_BTYL,1.0,1.0,0.0
CORnet_S,6,YT_v_BTBL,1.0,1.0,0.0
CORnet_S,6,Bx_v_RxBo,1.0,1.0,0.0
CORnet_S,6,Bx_v_RxRo,1.0,1.0,0.0
CORnet_S,6,TvT,1.0,0.975,0.025000000000000022
CORnet_S,7,RVvGV,1.0,1.0,0.0
CORnet_S,7,RVvRHGV,1.0,1.0,0.0
CORnet_S,7,PWVvCV,1.0,1.0,0.0
CORnet_S,7,PWVvPWHCV,1.0,1.0,0.0
CORnet_S,7,2_v_5,1.0,1.0,0.0
CORnet_S,7,YT_v_BTYL,1.0,1.0,0.0
CORnet_S,7,YT_v_BTBL,1.0,1.0,0.0
CORnet_S,7,Bx_v_RxBo,1.0,1.0,0.0
CORnet_S,7,Bx_v_RxRo,1.0,1.0,0.0
CORnet_S,7,TvT,1.0,1.0,0.0
CORnet_S,8,RVvGV,1.0,1.0,0.0
CORnet_S,8,RVvRHGV,1.0,1.0,0.0
CORnet_S,8,PWVvCV,1.0,0.99375,0.006249999999999978
CORnet_S,8,PWVvPWHCV,1.0,1.0,0.0
CORnet_S,8,2_v_5,1.0,1.0,0.0
CORnet_S,8,YT_v_BTYL,1.0,1.0,0.0
CORnet_S,8,YT_v_BTBL,1.0,1.0,0.0
CORnet_S,8,Bx_v_RxBo,1.0,1.0,0.0
CORnet_S,8,Bx_v_RxRo,1.0,1.0,0.0
CORnet_S,8,TvT,1.0,1.0,0.0
